Cid,Title,County,CountyId,City,Address,Zip,CurrentUse,Owner,ServiceDates,ConstructionDate,Architect,Contractor,Style,SQFTAPPROX,Rthl_Text,Rthl,SAL_Text,Sal,NRDISTRICT,NRINDIV,Nr,HD_Eligible,Description,SubstantialMod,COVEXP,FEDGRANTPR,FEDGRANTYR,STGRANTPROJ,STGRANTAMT,STGRANTYR,HISTSTRURE,HSR_AUTHOR,MASTERPLAN,MP_AUTHOR,HABS,SERIAL_,POP1995EST,Easement,Easement_Executed,Easement_Expiration,Master_Plan,Architect_Firm,Bibliography,Construction_Docs,Interior_Images,Atlas_Number
2355,Dallas County Courthouse (1881),Dallas,57,Dallas,,,gone / burned 2/7/1890,na,,1881,James  Edward Flanders,,Second Empire,,,False,,False,,,False,False,"High, picturesque chimneys, convex Mansard roof, and a tall central clock tower surmounted by triangular pediments.When fire destroyed the previous courthouse in 1880, the exterior walls remained standing. The county repaired the walls, rebuilt the inside and added the third story and tower. Unfortunately, the county did not learn from the previous disaster and the building was not fireproof. It burned ten years and three days after the first fire on February 7th, 1890. (Memorial and Biographical History, 1892)'though unfortunate in losing two courthouses by fire, yet, fortunate, for the citizens of the county, the records have never been lost, as a fire proof building separate and apart from the courthouse, but adjacent to the same, was used for the safe-keeping of valuable papers and records.' (Memorial and Biographical History, 1892)",Remodeled in 1881 after partial fire. (by James Flanders)Burned in 1890,,,,,,,,,,,,0,,,,,False,,"The People's Architecture, Gone From Texas ",,,4302002355
2356,Dallas County Courthouse (1892),Dallas,57,Dallas,"100 S. Houston Street, Dallas TX 75202",,Fifth District Court of Appeals & Museum,County,"1892-1966, 2022-present",1892,"Maximillian  Anton Simon(?) Orlopp, Jr. & Kusener",Robert L. James,"Romanesque Revival                                          ",0,,True,,True,,,True,False,"Constructed in the Romanesque Revival style of red sandstone and gray limestone with masonry finials and a polychromatic slate roof. A central gabled bay features a heavy, round arched entry portico and four round corner pavilions are topped with conical roofs and finials. The first floor is distinguished by canted gray limestone.",,,,,,,,,,,,,0,,Easement,08/10/2004 00:00:00,8/10/2054,True,Orlopp & Kusener,"The People's Architecture ","specifications (THC - copy), plans (THC files - copy of WPA records survey floor plans)","Courtroom 1920 ABT (4th floor SE corner) Dallas Public Library Archives, Courtroom 1920 ABT (4th flr NE corner) Dallas Public Library Archives, Courtroom 1960 ABT (Shows part of turret room) James Pratt, Courtroom 1960 ABT James Pratt, Office 1925 ABT Dallas, Too (pg. 149), Courtroom 1920 ABT (68th District)  Old Red Foundation, Courtroom 1920 ABT (68th District, front of bench)  Old Red Foundation, County Attorney's Office 1895 ABT (1st flr SE) Dallas, Too (pg. 94), Office 1920 ABT James Pratt, architectCourtroom? 1939 Dallas, Too (pg. 51), Entry Porch 1965 ""The Story of Dallas' Old Red Courthouse"",  Main Stair 1st Flr. 1965 ""The Story of Dallas' Old Red Courthouse"", Hallway 4th Flr. 1965 ""The Story of Dallas' Old Red Courthouse"", Juv. Courtroom 4th Flr. 1965 ""The Story of Dallas' Old Red Courthouse"", Stair to Attic Room 4th Flr. 1965 ""The Story of Dallas' Old Red Courthouse"", Attic 1965 ""The Story of Dallas' Old Red Courthouse"", Stair into clock tower room 1965 ""The Story of Dallas'",4302002356
2357,Dallas County Courthouse (1966),Dallas,57,Dallas,"600 Commerce Street, Dallas TX 75202",,Active Courthouse,County,,1966,,,Modern Style,0,,False,,False,,,False,False,"Modern concrete high-rise building featuring a concrete brise-soleil on its long facades and an upper balcony. A large addition was added to its east side. ",,,,,,,,,,,,,0,,,,,False,,,,,4302002357
2358,Dawson County Courthouse (1905),Dawson,58,Lamesa,,,,,,1905,,,,,,False,,False,,,False,False,Two story wood frame courthouse.,relocated and became the Adams Hotel,,,,,,,,,,,,0,,,,,False,,,,,4302002358
2359,Dawson County Courthouse (1916),Dawson,58,Lamesa,"400 S. 1st Street, Lamesa TX 79331",,Active Courthouse,County,,1916,"Marshall  Robert Sanguinet ",,Classical Revival,0,,False,,False,,,False,False,The original Classical Revival courthouse was dramatically altered in 1952 with the removal of the ornamental parrapet and entry porticos and the addition of a large nondescript brick building.,"-1952 - Annex designed by Howard Allen was added and remodeling of the origianl building obscure orig. details or replace them altogether.                - Suggs Construction Co., General Contractors",,,,,,,,,,,,0,,,,,False,Sanguinet & Staats,,,,4302002359
2370,DeWitt County Courthouse (1847),DeWitt,59,Cameron,,,,,,1847,,,"vernacular ",,,False,,False,,,False,False,"vernacular log cabin, 16'x18'",,,,,,,,,,,,,0,,,,,False,,,,,4302002370
2371,DeWitt County Courthouse (1852),DeWitt,59,Clinton,,,,,,1852,,,"vernacular ",,,False,,False,,,False,False,"vernacular, log cabin",,,,,,,,,,,,,0,,,,,False,,,,,4302002371
2372,DeWitt County Courthouse (1857),DeWitt,59,Clinton / Cuero,,,"gone, moved to Cuero 1876, burned 4/8/1894",na,,1857,,,,,,False,,False,,,False,False,"wood frame, moved to Cuero for $1100",,,,,,,,,,,,,0,,,,,False,,,,,4302002372
110,DeWitt County Courthouse (1897),DeWitt,59,"Cuero          ","307 N. Gonzales St. Cuero, TX 77954",,"Active Courthouse ","County    ","1896-present ",1897,"A.O. Watson, Austin and Eugene T. Heiner, Houston                                   ",,"Romanesque Revival                                          ",,"1966 ",True,"1981 ",True,,"1971 ",True,False,"Constructed of rusticated red sandstone and limestone in the Romanesque Revival style. The building features a heavy round arch portico, and four corner pavilions and a tall square central clocktower all capped with pyramidal slate roofs.",1957: Interior remodeled by Guido Brothers of San Antonio in early ceramic bathroom style. Architect was Ralph Cameron of San Antonio.1984: access ramp added to the southern entrance (pre ADA),"2008 ","Masonry cleaning, window repair and cleaning, painting of fire escape, windows and doors.                               ","1978 ",,0,,,,,,"TX-3430      ",130,,Easement,02/17/2003 00:00:00,perpetuity,True,,"The People's Architecture , The Architecture of Eugene T. Heiner (1852-1901) - unpublished study by David C. Bucek ","specifications (remind The Williams Company to send), architect's description","District Courtroom 1950 ABT orig. photo in courthouse, District Courtroom 1943 orig. photo in courthouse, District Courtroom 1943 orig. photo in courthouse, Courtroom 1955 ABT Ralph Cameron Survey, THCPP Dewitt CCH Master Plan, Courtroom 1955 ABT Ralph Cameron Survey, THCPP Dewitt CCH Master Plan, Courtroom 1955 ABT Ralph Cameron Survey, THCPP Dewitt CCH Master Plan, Treasurer's? Office 1900 ABT, THCPP Dewitt CCH Master Plan Hallway 1950 ABT Ralph Cameron Survey, THCPP Dewitt CCH Master Plan",4302000110
58,Deaf Smith County Courthouse (1910),Deaf Smith,60,"Hereford       ","235 E. 3rd Street, Hereford TX 79045",,"Active Courthouse ","County    ",,1910,"Chamberlin and Co., Birmingham                                                      ","Falls City Construction Co.                           ","Classical Revival                                           ",,"1965 ",True,,False,,"no   ",False,False,Constructed of limestone with sheet metal details in the Classical Revival style. The building features a large double height entry portico supported by large doric columns and an entablature with a dentiled cornice.,"1961 - windows replaced, ceilings lowered, water cooled HVAC; some wiring replaced, courtroom balcony removed, incompatible jail built in front and part of front steps removed.",,,,,0,,,,,,,120,,,,,False,"Chamberlin & Co. (of Birmingham, Alabama)",,,,4302000058
2361,Deaf Smith County Courthouse (1891),Deaf Smith,60,La Plata / Hereford,,,"gone ",,,1891,,John A. White (of Vernon),Second Empire,,,False,,False,,,False,False,"The two-story frame courthouse was originally constructed in La Plata, but was moved to Hereford in 1898 when the railroad came through Hereford, making it a more attractive location for the county seat.",,,,,,,,,,,,,0,,,,,False,,"The People's Architecture ",,,4302002361
2363,Delta County Courthouse (1881),Delta,61,Cooper,,,,,,1881,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002363
2364,Delta County Courthouse (1900),Delta,61,Cooper,,,,,,1900,,,,,,False,,False,,,False,False,Three story brick & stone structure with tower or cupola.,,,,,,,,,,,,,0,,,,,False,,,,,4302002364
108,Delta County Courthouse (1940),Delta,61,"Cooper         ","200 W. Dallas Avenue, Cooper TX 75432",,"Active Courthouse ","County    ","1940-present ",1940,"Hook Smith                                                                          ","WPA                                                    ","Moderne                                                     ",,,False,,False,,"no   ",False,False,"Constructed of buff brick and limestone in the Moderne style featuring a full height, rectilinear central entry bay and a carved limestone parapet cap.","1977 - Exterior was rehabilitated and changed by Reid Construction Company.-1997 - Unapproved renovation, elevator, windows.",,,,,0,,,,,,,121,,,,,False,,"Early Modernistic County Courthouses of the State of Texas, A Reflection on the Style of Art Deco, by Ronald Mark Clements, thesis, UT, 1994",,,4302000108
109,Denton County Courthouse (1896),Denton,62,"Denton         ","110 W. Hickory Street, Denton TX 76201",,Museum,"County    ",1896-2019,1896,"W.C. Dodson                                                                         ","Tom Lovell                                             ","Romanesque Revival with Second Empire Influences            ",,"1970 ",True,"1981 ",True,,"1977 ",True,False,"Constructed of flat and rusticated limestone with sandstone and granite details in a blend of Romanesque Revival and Second Empire styles. Carved limestone balustrades and pediments decorate the roofline, along with four corner entry pavilions topped by imposing cupolas and a central octagonal clocktower capped with an ornamental copper finial. ","-Major renovation in 1987.   - The first, second, and third floor windows have been replaced with aluminum mill finish sash.","2011 ",,,"1982: Preservation Planning grant, 1985: slate roof restoration, masonry restoration                                    ",67525,"1982,5,6    ",,,"1982      ","Killis Almond, DeLara Almond Architects         ","TX-3429      ",124,,Easement,02/06/2000 00:00:00,perpetuity,True,,"The People's Architecture, Helpful Hints on Titles and Tags","commissioner's court minutes (THCPP MP - copy), plans (THCPP MP - copy, THC - copy), 1895 architect's rendering and floor plans by J.R. Gordon NOT BUILT (THC - copy)","County Judge's Office 1920 ABT on wall in courthouse???, County Clerk's Office 1910 ABT ""Photographic History Denton County Courthouse"" 1972 UT architectural library?, County Clerk's Office 1910 ABT, ""Photographic History Denton County Courthouse"" 1972 UT architectural library?, Sheriff's Office 1910 ABT THCPP Denton CCH Master Plan",4302000109
3038,Denton County Courthouse (2021),Denton,62,Denton,,,Active Courthouse,,,2021,,,,0,,False,,False,,,False,False,,,,,,,,,,,,,,,,,,,False,,,,,4302003038
2366,Denton County Courthouse (1846 ca.),Denton,62,Pickneyville,,,,,,1846 ca.,,,"vernacular ",,,False,,False,,,False,False,"vernacular, log cabin?, ",,,,,,,,,,,,,0,,,,,False,,,,,4302002366
2367,Denton County Courthouse (1851),Denton,62,Alton,,,,,,1851,,,"vernacular ",,,False,,False,,,False,False,log structure,1857:County seat moved to Denton,,,,,,,,,,,,0,,,,,False,,,,,4302002367
